Source,Target,Type,Id,Label,Weight
Australia,Lao People's Democratic Republic,Directed,9842,,16.85
Australia,Lebanon,Directed,9843,,3.7
Australia,Lesotho,Directed,9844,,0.25
Australia,Liberia,Directed,9845,,0.18
Australia,Madagascar,Directed,9846,,0.27
Australia,Malawi,Directed,9847,,1.26
Australia,Malaysia,Directed,9848,,1.89
Australia,Maldives,Directed,9849,,0.88
Australia,Mali,Directed,9850,,0.02
Australia,Marshall Islands,Directed,9851,,2.08
Australia,Mauritius,Directed,9852,,0.47
Australia,Mexico,Directed,9853,,0.57
Australia,Micronesia,Directed,9854,,3.58
Australia,Mongolia,Directed,9855,,5.24
Australia,Morocco,Directed,9856,,0.01
Australia,Mozambique,Directed,9857,,1.72
Australia,Myanmar,Directed,9858,,62.529999
Australia,Namibia,Directed,9859,,0.25
Australia,Nauru,Directed,9860,,13.45
Australia,Nepal,Directed,9861,,10.06
Australia,Nicaragua,Directed,9862,,0.01
Australia,Niger,Directed,9863,,0.12
Australia,Nigeria,Directed,9864,,1.12
Australia,Niue,Directed,9865,,2.03
Australia,North Macedonia,Directed,9866,,0.02
Australia,Pakistan,Directed,9867,,9.47
Australia,Palau,Directed,9868,,3.99
Australia,Panama,Directed,9869,,0.01
Australia,Papua New Guinea,Directed,9870,,363.519989
Australia,Paraguay,Directed,9871,,0.02
Australia,Peru,Directed,9872,,0.07
Australia,Philippines,Directed,9873,,47.400002
Australia,Rwanda,Directed,9874,,0.74
Australia,Samoa,Directed,9875,,24.950001
Australia,Sao Tome and Principe,Directed,9876,,0.01
Australia,Serbia,Directed,9877,,0.01
Australia,Sierra Leone,Directed,9878,,0.08
Australia,Solomon Islands,Directed,9879,,87.029999
Australia,Somalia,Directed,9880,,3.11
Australia,South Africa,Directed,9881,,20.200001
Australia,South Sudan,Directed,9882,,5.34
Australia,Sri Lanka,Directed,9883,,13.21
Australia,Sudan,Directed,9884,,0.02
Australia,Syrian Arab Republic,Directed,9885,,15.89
Australia,Tajikistan,Directed,9886,,0.02
Australia,Tanzania,Directed,9887,,1.74
Australia,Thailand,Directed,9888,,5.85
Australia,Timor-Leste,Directed,9889,,83.459999
Australia,Tokelau,Directed,9890,,0.29
Australia,Tonga,Directed,9891,,22.16
Australia,Türkiye,Directed,9892,,4.56
Australia,Tuvalu,Directed,9893,,7.58
Australia,Uganda,Directed,9894,,1.72
Australia,Ukraine,Directed,9895,,0.07
Australia,Vanuatu,Directed,9896,,54.150002
Australia,Viet Nam,Directed,9897,,43.459999
Australia,West Bank and Gaza Strip,Directed,9898,,13.07
Australia,Zambia,Directed,9899,,1.08
Australia,Zimbabwe,Directed,9900,,1.05
Austria,Afghanistan,Directed,9901,,3.37
Austria,Albania,Directed,9902,,10.47
Austria,Algeria,Directed,9903,,0.28
Austria,Angola,Directed,9904,,0.03
Austria,Argentina,Directed,9905,,0.3
Austria,Armenia,Directed,9906,,2.85
Austria,Azerbaijan,Directed,9907,,4.96
Austria,Bangladesh,Directed,9908,,1.46
Austria,Belarus,Directed,9909,,0.97
Austria,Belize,Directed,9910,,0.01
Austria,Benin,Directed,9911,,0.02
Austria,Bolivia,Directed,9912,,0.25
Austria,Bosnia and Herzegovina,Directed,9913,,20.52
Austria,Botswana,Directed,9914,,0.01
Austria,Brazil,Directed,9915,,2.39
Austria,Burkina Faso,Directed,9916,,7.48
Austria,Burundi,Directed,9917,,0.09
Austria,Cabo Verde,Directed,9918,,1.05
Austria,Cambodia,Directed,9919,,0.04
Austria,Cameroon,Directed,9920,,0.78
Austria,Central African Republic,Directed,9921,,0.03
Austria,Chad,Directed,9922,,0.01
Austria,China (People's Republic of),Directed,9923,,5.73
Austria,Colombia,Directed,9924,,2.52
Austria,Congo,Directed,9925,,0.03
Austria,Costa Rica,Directed,9926,,0.17
Austria,Cote d'Ivoire,Directed,9927,,0.01
Austria,Cuba,Directed,9928,,14.76
Austria,Democratic People's Republic of Korea,Directed,9929,,0.03
Austria,Democratic Republic of the Congo,Directed,9930,,0.32
Austria,Djibouti,Directed,9931,,0.06
Austria,Dominican Republic,Directed,9932,,0.04
Austria,Ecuador,Directed,9933,,0.35
Austria,Egypt,Directed,9934,,4.74
Austria,El Salvador,Directed,9935,,0.6
Austria,Eritrea,Directed,9936,,0.02
Austria,Eswatini,Directed,9937,,0.06
Austria,Ethiopia,Directed,9938,,11.86
Austria,Fiji,Directed,9939,,0.01
Austria,Gabon,Directed,9940,,0.09
Austria,Gambia,Directed,9941,,0.07
Austria,Georgia,Directed,9942,,6.83
Austria,Ghana,Directed,9943,,3.82
Austria,Grenada,Directed,9944,,0.01
Austria,Guatemala,Directed,9945,,5.2
Austria,Honduras,Directed,9946,,0.08
Austria,India,Directed,9947,,9.75
Austria,Indonesia,Directed,9948,,2.71
Austria,Iran,Directed,9949,,11.21
Austria,Iraq,Directed,9950,,1.79
Austria,Jordan,Directed,9951,,1.99
Austria,Kazakhstan,Directed,9952,,2.94
Austria,Kenya,Directed,9953,,1.53
Austria,Kosovo,Directed,9954,,10.51
Austria,Kyrgyzstan,Directed,9955,,0.56
Austria,Lao People's Democratic Republic,Directed,9956,,0.94
Austria,Lebanon,Directed,9957,,4.25
Austria,Lesotho,Directed,9958,,0.22
Austria,Liberia,Directed,9959,,0.02
Austria,Libya,Directed,9960,,2.6
Austria,Madagascar,Directed,9961,,0.05
Austria,Malawi,Directed,9962,,0.04
Austria,Malaysia,Directed,9963,,0.14
Austria,Mali,Directed,9964,,0.13
Austria,Mauritius,Directed,9965,,0.04
Austria,Mexico,Directed,9966,,3.46
Austria,Moldova,Directed,9967,,4.54
Austria,Mongolia,Directed,9968,,3.38
Austria,Montenegro,Directed,9969,,1.2
Austria,Morocco,Directed,9970,,0.63
Austria,Mozambique,Directed,9971,,10.82
Austria,Myanmar,Directed,9972,,0.06
Austria,Namibia,Directed,9973,,0.03
Austria,Nepal,Directed,9974,,1.12
Austria,Nicaragua,Directed,9975,,0.56
Austria,Niger,Directed,9976,,0.01
Austria,Nigeria,Directed,9977,,1.37
Austria,North Macedonia,Directed,9978,,1.79
Austria,Pakistan,Directed,9979,,1.98
Austria,Panama,Directed,9980,,0.06
Austria,Papua New Guinea,Directed,9981,,0.23
Austria,Paraguay,Directed,9982,,0.27
Austria,Peru,Directed,9983,,1.16
Austria,Philippines,Directed,9984,,0.64
Austria,Rwanda,Directed,9985,,0.19
Austria,Saint Lucia,Directed,9986,,0.02
Austria,Saint Vincent and the Grenadines,Directed,9987,,0.03
Austria,Senegal,Directed,9988,,0.63
Austria,Serbia,Directed,9989,,17.15
Austria,Sierra Leone,Directed,9990,,0.08
Austria,Somalia,Directed,9991,,0.16
Austria,South Africa,Directed,9992,,0.72
Austria,South Sudan,Directed,9993,,0.23
Austria,Sri Lanka,Directed,9994,,1.35
Austria,Sudan,Directed,9995,,0.2
Austria,Syrian Arab Republic,Directed,9996,,17.76
Austria,Tanzania,Directed,9997,,1.32
Austria,Thailand,Directed,9998,,0.58
Austria,Togo,Directed,9999,,0.07
Austria,Tunisia,Directed,10000,,0.46
Austria,Türkiye,Directed,10001,,28.540001
Austria,Turkmenistan,Directed,10002,,0.2
Austria,Uganda,Directed,10003,,11.41
Austria,Ukraine,Directed,10004,,16.389999
Austria,Uzbekistan,Directed,10005,,0.53
Austria,Vanuatu,Directed,10006,,0.38
Austria,Venezuela,Directed,10007,,1.51
Austria,Viet Nam,Directed,10008,,3.4
Austria,West Bank and Gaza Strip,Directed,10009,,5.55
Austria,Yemen,Directed,10010,,1.3
Austria,Zambia,Directed,10011,,0.12
Austria,Zimbabwe,Directed,10012,,0.3
Belgium,Albania,Directed,10013,,0.21
Belgium,Algeria,Directed,10014,,1
Belgium,Angola,Directed,10015,,1.45
Belgium,Argentina,Directed,10016,,0.31
Belgium,Armenia,Directed,10017,,0.34
Belgium,Bangladesh,Directed,10018,,1.46
Belgium,Belarus,Directed,10019,,0.04
Belgium,Benin,Directed,10020,,20.1
Belgium,Bolivia,Directed,10021,,7.64
Belgium,Bosnia and Herzegovina,Directed,10022,,0.16
Belgium,Brazil,Directed,10023,,1.98
Belgium,Burkina Faso,Directed,10024,,41.080002
Belgium,Burundi,Directed,10025,,28.02
Belgium,Cabo Verde,Directed,10026,,0.16
Belgium,Cambodia,Directed,10027,,4.43
Belgium,Cameroon,Directed,10028,,2.1
Belgium,Central African Republic,Directed,10029,,0.23
Belgium,China (People's Republic of),Directed,10030,,0.6
Belgium,Colombia,Directed,10031,,2.18
Belgium,Congo,Directed,10032,,0.28
Belgium,Costa Rica,Directed,10033,,0.34
Belgium,Cote d'Ivoire,Directed,10034,,0.26
Belgium,Cuba,Directed,10035,,5.11
Belgium,Democratic Republic of the Congo,Directed,10036,,104.459999
Belgium,Dominican Republic,Directed,10037,,0.39
Belgium,Ecuador,Directed,10038,,8.04
Belgium,Egypt,Directed,10039,,1.73
Belgium,El Salvador,Directed,10040,,2.44
Belgium,Ethiopia,Directed,10041,,3.72
Belgium,Gabon,Directed,10042,,0.11
Belgium,Gambia,Directed,10043,,0.03
Belgium,Georgia,Directed,10044,,0.01
Belgium,Ghana,Directed,10045,,0.47
Belgium,Guatemala,Directed,10046,,2.28
Belgium,Guinea,Directed,10047,,9.55
Belgium,Haiti,Directed,10048,,6.33
Belgium,Honduras,Directed,10049,,1.07
Belgium,India,Directed,10050,,2.26
Belgium,Indonesia,Directed,10051,,3.32
Belgium,Iran,Directed,10052,,0.21
Belgium,Iraq,Directed,10053,,11.07
Belgium,Jordan,Directed,10054,,1.17
Belgium,Kazakhstan,Directed,10055,,0.01
Belgium,Kenya,Directed,10056,,8.79
Belgium,Lebanon,Directed,10057,,12.75
Belgium,Libya,Directed,10058,,0.09
Belgium,Madagascar,Directed,10059,,5.62
Belgium,Malawi,Directed,10060,,5.75
Belgium,Mali,Directed,10061,,17.129999
Belgium,Mauritania,Directed,10062,,0.76
Belgium,Mexico,Directed,10063,,0.07
Belgium,Morocco,Directed,10064,,11.83
Belgium,Mozambique,Directed,10065,,12.46
Belgium,Myanmar,Directed,10066,,0.29
Belgium,Nepal,Directed,10067,,0.09
Belgium,Nicaragua,Directed,10068,,2.22
Belgium,Niger,Directed,10069,,24.77
Belgium,Nigeria,Directed,10070,,7.45
Belgium,Pakistan,Directed,10071,,0.13
Belgium,Panama,Directed,10072,,0.41
Belgium,Paraguay,Directed,10073,,0.68
Belgium,Peru,Directed,10074,,7.81
Belgium,Philippines,Directed,10075,,4.37
Belgium,Rwanda,Directed,10076,,59.330002
Belgium,Senegal,Directed,10077,,13.09
Belgium,Serbia,Directed,10078,,0.34
Belgium,South Africa,Directed,10079,,14.45
Belgium,South Sudan,Directed,10080,,2.28
Belgium,Sri Lanka,Directed,10081,,0.17
Belgium,Suriname,Directed,10082,,0.37
Belgium,Syrian Arab Republic,Directed,10083,,12.74
Belgium,Tanzania,Directed,10084,,12.41
Belgium,Togo,Directed,10085,,0.71
Belgium,Tunisia,Directed,10086,,0.6
Belgium,Türkiye,Directed,10087,,9.05
Belgium,Uganda,Directed,10088,,23.5
Belgium,Ukraine,Directed,10089,,3.9
Belgium,Uzbekistan,Directed,10090,,0.29
Belgium,Viet Nam,Directed,10091,,6.1
Belgium,West Bank and Gaza Strip,Directed,10092,,20.799999
Belgium,Yemen,Directed,10093,,15.33
Belgium,Zambia,Directed,10094,,1.36
Belgium,Zimbabwe,Directed,10095,,0.72
Canada,Afghanistan,Directed,10096,,86.010002
Canada,Albania,Directed,10097,,0.33
Canada,Angola,Directed,10098,,0.26
Canada,Antigua and Barbuda,Directed,10099,,0.51
Canada,Argentina,Directed,10100,,1.05
Canada,Armenia,Directed,10101,,0.07
Canada,Azerbaijan,Directed,10102,,0.34
Canada,Bangladesh,Directed,10103,,68.650002
Canada,Belarus,Directed,10104,,0.26
Canada,Belize,Directed,10105,,1.38
Canada,Benin,Directed,10106,,21.040001
Canada,Bhutan,Directed,10107,,0.15
Canada,Bolivia,Directed,10108,,12.04
Canada,Bosnia and Herzegovina,Directed,10109,,0.21
Canada,Botswana,Directed,10110,,0.48
Canada,Brazil,Directed,10111,,1.74
Canada,Burkina Faso,Directed,10112,,36.549999
Canada,Burundi,Directed,10113,,4.33
Canada,Cabo Verde,Directed,10114,,0.43
Canada,Cambodia,Directed,10115,,3.08
Canada,Cameroon,Directed,10116,,14.07
Canada,Central African Republic,Directed,10117,,9.46
Canada,Chad,Directed,10118,,9.67
Canada,Colombia,Directed,10119,,39.200001
Canada,Comoros,Directed,10120,,0.42
Canada,Congo,Directed,10121,,0.79
Canada,Costa Rica,Directed,10122,,0.36
Canada,Cote d'Ivoire,Directed,10123,,13.34
Canada,Cuba,Directed,10124,,2.31
Canada,Democratic People's Republic of Korea,Directed,10125,,0.93
Canada,Democratic Republic of the Congo,Directed,10126,,68.519997
Canada,Djibouti,Directed,10127,,1.04
Canada,Dominica,Directed,10128,,1.82
Canada,Dominican Republic,Directed,10129,,0.27
Canada,Ecuador,Directed,10130,,4.36
Canada,Egypt,Directed,10131,,0.32
Canada,El Salvador,Directed,10132,,3.5
Canada,Equatorial Guinea,Directed,10133,,0.18
Canada,Eritrea,Directed,10134,,0.04
Canada,Eswatini,Directed,10135,,0.57
Canada,Ethiopia,Directed,10136,,72.970001
Canada,Fiji,Directed,10137,,0.63
Canada,Gabon,Directed,10138,,0.41
Canada,Gambia,Directed,10139,,1.43
Canada,Georgia,Directed,10140,,0.22
Canada,Ghana,Directed,10141,,49.220001
Canada,Grenada,Directed,10142,,0.85
Canada,Guatemala,Directed,10143,,11.07
Canada,Guinea,Directed,10144,,3.99
Canada,Guinea-Bissau,Directed,10145,,1.02
Canada,Guyana,Directed,10146,,2.2
Canada,Haiti,Directed,10147,,57.09
Canada,Honduras,Directed,10148,,19.67
Canada,India,Directed,10149,,6.19
Canada,Indonesia,Directed,10150,,5.1
Canada,Iran,Directed,10151,,0.17
Canada,Iraq,Directed,10152,,71.209999
Canada,Jamaica,Directed,10153,,2.37
Canada,Jordan,Directed,10154,,56.619999
Canada,Kazakhstan,Directed,10155,,0.31
Canada,Kenya,Directed,10156,,33.919998
Canada,Kiribati,Directed,10157,,0.17
Canada,Kosovo,Directed,10158,,0.16
Canada,Kyrgyzstan,Directed,10159,,0.99
Canada,Lao People's Democratic Republic,Directed,10160,,1.07
Canada,Lebanon,Directed,10161,,74.839996
Canada,Lesotho,Directed,10162,,0.39
Canada,Liberia,Directed,10163,,2.5
Canada,Libya,Directed,10164,,2.39
Canada,Madagascar,Directed,10165,,2.97
Canada,Malawi,Directed,10166,,9.31
Canada,Malaysia,Directed,10167,,0.56
Canada,Maldives,Directed,10168,,0.15
Canada,Mali,Directed,10169,,60.849998
Canada,Marshall Islands,Directed,10170,,0.32
Canada,Mauritania,Directed,10171,,0.5
Canada,Mauritius,Directed,10172,,0.34
Canada,Mexico,Directed,10173,,9.38
Canada,Micronesia,Directed,10174,,0.09
Canada,Moldova,Directed,10175,,0.29
Canada,Mongolia,Directed,10176,,5.38
Canada,Montenegro,Directed,10177,,0.28
Canada,Montserrat,Directed,10178,,0.22
Canada,Morocco,Directed,10179,,4.23
Canada,Mozambique,Directed,10180,,51.790001
Canada,Myanmar,Directed,10181,,35.59
Canada,Namibia,Directed,10182,,0.37
Canada,Nauru,Directed,10183,,0.09
Canada,Nepal,Directed,10184,,4.07
Canada,Nicaragua,Directed,10185,,6.65
Canada,Niger,Directed,10186,,15.79
Canada,Nigeria,Directed,10187,,40.02
Canada,North Macedonia,Directed,10188,,0.28
Canada,Pakistan,Directed,10189,,24.620001
Canada,Palau,Directed,10190,,0.09
Canada,Panama,Directed,10191,,0.57
Canada,Papua New Guinea,Directed,10192,,0.09
Canada,Paraguay,Directed,10193,,0.19
Canada,Peru,Directed,10194,,21.01
Canada,Philippines,Directed,10195,,10.59
Canada,Rwanda,Directed,10196,,8.63
Canada,Saint Lucia,Directed,10197,,0.83
Canada,Saint Vincent and the Grenadines,Directed,10198,,0.91
Canada,Samoa,Directed,10199,,0.17
Canada,Sao Tome and Principe,Directed,10200,,0.36
Canada,Senegal,Directed,10201,,51.650002
Canada,Serbia,Directed,10202,,0.06
Canada,Sierra Leone,Directed,10203,,5.5
Canada,Solomon Islands,Directed,10204,,0.45
Canada,Somalia,Directed,10205,,23.25
Canada,South Africa,Directed,10206,,8.68
Canada,South Sudan,Directed,10207,,73.190002
Canada,Sri Lanka,Directed,10208,,4.16
Canada,Sudan,Directed,10209,,19.75
Canada,Suriname,Directed,10210,,0.7
Canada,Syrian Arab Republic,Directed,10211,,74.93
Canada,Tajikistan,Directed,10212,,1.69
Canada,Tanzania,Directed,10213,,67.620003
Canada,Thailand,Directed,10214,,0.68
Canada,Timor-Leste,Directed,10215,,0.18
Canada,Togo,Directed,10216,,3.62
Canada,Tonga,Directed,10217,,0.17
Canada,Tunisia,Directed,10218,,2.72
Canada,Türkiye,Directed,10219,,0.23
Canada,Turkmenistan,Directed,10220,,0.05
Canada,Tuvalu,Directed,10221,,0.17
Canada,Uganda,Directed,10222,,14.66
Canada,Uzbekistan,Directed,10223,,0.28
Canada,Vanuatu,Directed,10224,,0.64
Canada,Venezuela,Directed,10225,,5.98
Canada,Viet Nam,Directed,10226,,11.32
Canada,West Bank and Gaza Strip,Directed,10227,,39.580002
Canada,Yemen,Directed,10228,,44.73
Canada,Zambia,Directed,10229,,5.05
Canada,Zimbabwe,Directed,10230,,4.56
Czech Republic,Afghanistan,Directed,10231,,1.43
Czech Republic,Albania,Directed,10232,,0.53
Czech Republic,Armenia,Directed,10233,,0.48
Czech Republic,Azerbaijan,Directed,10234,,0.07
Czech Republic,Bangladesh,Directed,10235,,0.22
Czech Republic,Belarus,Directed,10236,,1.17
Czech Republic,Belize,Directed,10237,,0.01
Czech Republic,Bosnia and Herzegovina,Directed,10238,,4.79
Czech Republic,Brazil,Directed,10239,,0.08
Czech Republic,Burkina Faso,Directed,10240,,0.48
Czech Republic,Cabo Verde,Directed,10241,,0.07
Czech Republic,Cambodia,Directed,10242,,2.06
Czech Republic,Cameroon,Directed,10243,,0.13
Czech Republic,China (People's Republic of),Directed,10244,,0.21
Czech Republic,Colombia,Directed,10245,,0.17
Czech Republic,Cuba,Directed,10246,,0.28
Czech Republic,Ecuador,Directed,10247,,0.01
Czech Republic,El Salvador,Directed,10248,,0.03
Czech Republic,Ethiopia,Directed,10249,,5.29
Czech Republic,Georgia,Directed,10250,,3.33
Czech Republic,Ghana,Directed,10251,,0.09
Czech Republic,Guinea,Directed,10252,,0.01
Czech Republic,Honduras,Directed,10253,,0.02
Czech Republic,India,Directed,10254,,0.09
Czech Republic,Indonesia,Directed,10255,,0.14
Czech Republic,Iran,Directed,10256,,0.01
Czech Republic,Iraq,Directed,10257,,4.31
Czech Republic,Jordan,Directed,10258,,2.17
Czech Republic,Kenya,Directed,10259,,0.02
Czech Republic,Kosovo,Directed,10260,,0.23
Czech Republic,Kyrgyzstan,Directed,10261,,0.01
Czech Republic,Lao People's Democratic Republic,Directed,10262,,0.05
Czech Republic,Lebanon,Directed,10263,,1.49
Czech Republic,Libya,Directed,10264,,0.43
Czech Republic,Malawi,Directed,10265,,0.02
Czech Republic,Mali,Directed,10266,,1.85
Czech Republic,Mexico,Directed,10267,,0.03
Czech Republic,Moldova,Directed,10268,,5.15
Czech Republic,Mongolia,Directed,10269,,0.26
Czech Republic,Montenegro,Directed,10270,,0.02
Czech Republic,Myanmar,Directed,10271,,1.16
Czech Republic,Namibia,Directed,10272,,0.12
Czech Republic,Nicaragua,Directed,10273,,0.05
Czech Republic,Niger,Directed,10274,,0.65
Czech Republic,Nigeria,Directed,10275,,0.04
Czech Republic,North Macedonia,Directed,10276,,0.14
Czech Republic,Panama,Directed,10277,,0.01
Czech Republic,Peru,Directed,10278,,0.28
Czech Republic,Philippines,Directed,10279,,0.19
Czech Republic,Senegal,Directed,10280,,0.13
Czech Republic,Serbia,Directed,10281,,1.56
Czech Republic,Sri Lanka,Directed,10282,,0.01
Czech Republic,Sudan,Directed,10283,,0.23
Czech Republic,Syrian Arab Republic,Directed,10284,,2.67
Czech Republic,Tajikistan,Directed,10285,,0.05
Czech Republic,Tanzania,Directed,10286,,0.08
Czech Republic,Thailand,Directed,10287,,0.03
Czech Republic,Tunisia,Directed,10288,,0.02
Czech Republic,Türkiye,Directed,10289,,3.83
Czech Republic,Uganda,Directed,10290,,0.02
Czech Republic,Ukraine,Directed,10291,,3.08
Czech Republic,Uzbekistan,Directed,10292,,0.07
Czech Republic,Venezuela,Directed,10293,,0.1
Czech Republic,Viet Nam,Directed,10294,,0.21
Czech Republic,West Bank and Gaza Strip,Directed,10295,,0.44
Czech Republic,Yemen,Directed,10296,,0.91
Czech Republic,Zambia,Directed,10297,,3.03
Czech Republic,Zimbabwe,Directed,10298,,0.04
Denmark,Afghanistan,Directed,10299,,45.040001
Denmark,Albania,Directed,10300,,1.45
Denmark,Algeria,Directed,10301,,0.54
Denmark,Angola,Directed,10302,,0.28
Denmark,Argentina,Directed,10303,,0.22
Denmark,Armenia,Directed,10304,,0.07
Denmark,Bangladesh,Directed,10305,,15.31
Denmark,Belarus,Directed,10306,,0.06
Denmark,Benin,Directed,10307,,0.41
Denmark,Bolivia,Directed,10308,,0.82
Denmark,Brazil,Directed,10309,,0.27
Denmark,Burkina Faso,Directed,10310,,28.549999
Denmark,Burundi,Directed,10311,,0.35
Denmark,Cambodia,Directed,10312,,2.43
Denmark,Cameroon,Directed,10313,,1.41
Denmark,Central African Republic,Directed,10314,,2.81
Denmark,Chad,Directed,10315,,0.93
Denmark,Colombia,Directed,10316,,0.72
Denmark,Congo,Directed,10317,,0.13
Denmark,Democratic People's Republic of Korea,Directed,10318,,0.1
Denmark,Democratic Republic of the Congo,Directed,10319,,1.55
Denmark,Djibouti,Directed,10320,,0.02
Denmark,Eritrea,Directed,10321,,0.18
Denmark,Ethiopia,Directed,10322,,53.93
Denmark,Georgia,Directed,10323,,1.59
Denmark,Ghana,Directed,10324,,7.4
Denmark,Guatemala,Directed,10325,,0.62
Denmark,Guinea,Directed,10326,,0.54
Denmark,Haiti,Directed,10327,,0.03
Denmark,Honduras,Directed,10328,,0.1
Denmark,India,Directed,10329,,3.08
Denmark,Indonesia,Directed,10330,,1.94
Denmark,Iran,Directed,10331,,2.95
Denmark,Iraq,Directed,10332,,17.98
Denmark,Jordan,Directed,10333,,8.37
Denmark,Kenya,Directed,10334,,60.299999
Denmark,Lao People's Democratic Republic,Directed,10335,,0.5
Denmark,Lebanon,Directed,10336,,13.16
Denmark,Liberia,Directed,10337,,0.87
Denmark,Libya,Directed,10338,,0.93
Denmark,Malawi,Directed,10339,,2.81
Denmark,Malaysia,Directed,10340,,0.05
Denmark,Mali,Directed,10341,,49.060001
Denmark,Mauritania,Directed,10342,,0.02
Denmark,Mexico,Directed,10343,,0.19
Denmark,Moldova,Directed,10344,,0.03
Denmark,Morocco,Directed,10345,,0.08
Denmark,Mozambique,Directed,10346,,6.18
Denmark,Myanmar,Directed,10347,,24.889999
Denmark,Nepal,Directed,10348,,3.18
Denmark,Nicaragua,Directed,10349,,0.1
Denmark,Niger,Directed,10350,,26.27
Denmark,Nigeria,Directed,10351,,2.57
Denmark,Pakistan,Directed,10352,,4.1
Denmark,Peru,Directed,10353,,0.15
Denmark,Philippines,Directed,10354,,0.72
Denmark,Rwanda,Directed,10355,,5.05
Denmark,Senegal,Directed,10356,,0.09
Denmark,Sierra Leone,Directed,10357,,1.33
Denmark,Somalia,Directed,10358,,54.560001
Denmark,South Africa,Directed,10359,,1.29
Denmark,South Sudan,Directed,10360,,17.01
Denmark,Sudan,Directed,10361,,9.06
Denmark,Syrian Arab Republic,Directed,10362,,46.439999
Denmark,Tanzania,Directed,10363,,45.330002
Denmark,Thailand,Directed,10364,,0.07
Denmark,Togo,Directed,10365,,0.39
Denmark,Tunisia,Directed,10366,,3.31
Denmark,Türkiye,Directed,10367,,0.9
Denmark,Uganda,Directed,10368,,68.5
Denmark,Ukraine,Directed,10369,,16.93
Denmark,Vanuatu,Directed,10370,,0.04
Denmark,Venezuela,Directed,10371,,0.57
Denmark,Viet Nam,Directed,10372,,0.88
Denmark,West Bank and Gaza Strip,Directed,10373,,19.02
Denmark,Yemen,Directed,10374,,11.81
Denmark,Zambia,Directed,10375,,1.94
Denmark,Zimbabwe,Directed,10376,,7.38
Finland,Afghanistan,Directed,10377,,27.93
Finland,Albania,Directed,10378,,0.41
Finland,Algeria,Directed,10379,,0.13
Finland,Argentina,Directed,10380,,0.08
Finland,Armenia,Directed,10381,,0.03
Finland,Azerbaijan,Directed,10382,,0.02
Finland,Bangladesh,Directed,10383,,0.87
Finland,Belarus,Directed,10384,,0.15
Finland,Bhutan,Directed,10385,,0.17
Finland,Bolivia,Directed,10386,,0.2
Finland,Bosnia and Herzegovina,Directed,10387,,0.27
Finland,Botswana,Directed,10388,,0.18
Finland,Brazil,Directed,10389,,0.19
Finland,Burkina Faso,Directed,10390,,0.84
Finland,Burundi,Directed,10391,,1.3
Finland,Cambodia,Directed,10392,,1.65
Finland,Cameroon,Directed,10393,,0.08
Finland,Central African Republic,Directed,10394,,0.61
Finland,China (People's Republic of),Directed,10395,,0.43
Finland,Colombia,Directed,10396,,1.44
Finland,Democratic Republic of the Congo,Directed,10397,,5.31
Finland,Djibouti,Directed,10398,,0.01
Finland,Dominican Republic,Directed,10399,,0.1
Finland,Egypt,Directed,10400,,0.25
Finland,Eswatini,Directed,10401,,0.03
Finland,Ethiopia,Directed,10402,,25.84
Finland,Gambia,Directed,10403,,0.36
Finland,Georgia,Directed,10404,,1.36
Finland,Ghana,Directed,10405,,0.97
Finland,Guatemala,Directed,10406,,0.17
