Source,Target,Type,Id,Label,Weight
Australia,Mongolia,Directed,6553,,6.19
Australia,Montenegro,Directed,6554,,0.01
Australia,Morocco,Directed,6555,,0.03
Australia,Mozambique,Directed,6556,,1.66
Australia,Myanmar,Directed,6557,,57.490002
Australia,Namibia,Directed,6558,,0.33
Australia,Nauru,Directed,6559,,17.84
Australia,Nepal,Directed,6560,,11.78
Australia,Niger,Directed,6561,,0.05
Australia,Nigeria,Directed,6562,,1.4
Australia,Niue,Directed,6563,,2.44
Australia,North Macedonia,Directed,6564,,0.01
Australia,Pakistan,Directed,6565,,18.950001
Australia,Palau,Directed,6566,,2.2
Australia,Panama,Directed,6567,,0.01
Australia,Papua New Guinea,Directed,6568,,415.170013
Australia,Paraguay,Directed,6569,,0.01
Australia,Peru,Directed,6570,,0.36
Australia,Philippines,Directed,6571,,50.990002
Australia,Rwanda,Directed,6572,,0.66
Australia,Saint Lucia,Directed,6573,,0.03
Australia,Saint Vincent and the Grenadines,Directed,6574,,0.01
Australia,Samoa,Directed,6575,,23.709999
Australia,Sao Tome and Principe,Directed,6576,,0.01
Australia,Serbia,Directed,6577,,0.05
Australia,Sierra Leone,Directed,6578,,0.1
Australia,Solomon Islands,Directed,6579,,119.610001
Australia,Somalia,Directed,6580,,9.22
Australia,South Africa,Directed,6581,,2.33
Australia,South Sudan,Directed,6582,,11.46
Australia,Sri Lanka,Directed,6583,,16.52
Australia,Sudan,Directed,6584,,3.17
Australia,Suriname,Directed,6585,,0.05
Australia,Syrian Arab Republic,Directed,6586,,24.780001
Australia,Tajikistan,Directed,6587,,0.03
Australia,Tanzania,Directed,6588,,2.19
Australia,Thailand,Directed,6589,,4.48
Australia,Timor-Leste,Directed,6590,,52.639999
Australia,Togo,Directed,6591,,0.03
Australia,Tokelau,Directed,6592,,0.31
Australia,Tonga,Directed,6593,,19
Australia,Tunisia,Directed,6594,,0.02
Australia,Türkiye,Directed,6595,,0.15
Australia,Tuvalu,Directed,6596,,9.41
Australia,Uganda,Directed,6597,,0.9
Australia,Ukraine,Directed,6598,,0.12
Australia,Vanuatu,Directed,6599,,42.75
Australia,Venezuela,Directed,6600,,0.01
Australia,Viet Nam,Directed,6601,,48.709999
Australia,Wallis and Futuna,Directed,6602,,0.02
Australia,West Bank and Gaza Strip,Directed,6603,,28.700001
Australia,Yemen,Directed,6604,,9.73
Australia,Zambia,Directed,6605,,1.13
Australia,Zimbabwe,Directed,6606,,2.15
Austria,Afghanistan,Directed,6607,,3.37
Austria,Albania,Directed,6608,,10.44
Austria,Algeria,Directed,6609,,0.3
Austria,Angola,Directed,6610,,0.01
Austria,Argentina,Directed,6611,,0.33
Austria,Armenia,Directed,6612,,3.68
Austria,Azerbaijan,Directed,6613,,2.87
Austria,Bangladesh,Directed,6614,,2.02
Austria,Belarus,Directed,6615,,1.3
Austria,Belize,Directed,6616,,0.01
Austria,Bhutan,Directed,6617,,1.73
Austria,Bolivia,Directed,6618,,0.35
Austria,Bosnia and Herzegovina,Directed,6619,,20.469999
Austria,Brazil,Directed,6620,,2.07
Austria,Burkina Faso,Directed,6621,,7.82
Austria,Burundi,Directed,6622,,0.04
Austria,Cabo Verde,Directed,6623,,0.01
Austria,Cambodia,Directed,6624,,0.07
Austria,Cameroon,Directed,6625,,1.22
Austria,Central African Republic,Directed,6626,,0.02
Austria,China (People's Republic of),Directed,6627,,6.24
Austria,Colombia,Directed,6628,,2.33
Austria,Costa Rica,Directed,6629,,0.11
Austria,Cote d'Ivoire,Directed,6630,,0.01
Austria,Cuba,Directed,6631,,0.07
Austria,Democratic People's Republic of Korea,Directed,6632,,0.05
Austria,Democratic Republic of the Congo,Directed,6633,,0.29
Austria,Dominican Republic,Directed,6634,,0.05
Austria,Ecuador,Directed,6635,,0.31
Austria,Egypt,Directed,6636,,4.42
Austria,El Salvador,Directed,6637,,0.8
Austria,Eritrea,Directed,6638,,0.01
Austria,Ethiopia,Directed,6639,,11.55
Austria,Gabon,Directed,6640,,0.17
Austria,Gambia,Directed,6641,,0.04
Austria,Georgia,Directed,6642,,5.24
Austria,Ghana,Directed,6643,,3.1
Austria,Guatemala,Directed,6644,,5.16
Austria,Haiti,Directed,6645,,0.04
Austria,Honduras,Directed,6646,,0.09
Austria,India,Directed,6647,,4.59
Austria,Indonesia,Directed,6648,,3.58
Austria,Iran,Directed,6649,,10.9
Austria,Iraq,Directed,6650,,3.27
Austria,Jordan,Directed,6651,,2.81
Austria,Kazakhstan,Directed,6652,,2.89
Austria,Kenya,Directed,6653,,3.54
Austria,Kosovo,Directed,6654,,12.28
Austria,Kyrgyzstan,Directed,6655,,0.48
Austria,Lao People's Democratic Republic,Directed,6656,,0.65
Austria,Lebanon,Directed,6657,,2.35
Austria,Lesotho,Directed,6658,,0.1
Austria,Libya,Directed,6659,,2.6
Austria,Madagascar,Directed,6660,,0.05
Austria,Malawi,Directed,6661,,0.06
Austria,Malaysia,Directed,6662,,0.13
Austria,Maldives,Directed,6663,,0.02
Austria,Mali,Directed,6664,,1.8
Austria,Mauritius,Directed,6665,,0.03
Austria,Mexico,Directed,6666,,3.45
Austria,Moldova,Directed,6667,,4.38
Austria,Mongolia,Directed,6668,,3.42
Austria,Montenegro,Directed,6669,,1.21
Austria,Morocco,Directed,6670,,0.59
Austria,Mozambique,Directed,6671,,7.72
Austria,Myanmar,Directed,6672,,0.47
Austria,Namibia,Directed,6673,,0.04
Austria,Nepal,Directed,6674,,2.07
Austria,Nicaragua,Directed,6675,,1.41
Austria,Nigeria,Directed,6676,,1.34
Austria,North Macedonia,Directed,6677,,1.79
Austria,Pakistan,Directed,6678,,2.27
Austria,Panama,Directed,6679,,0.02
Austria,Papua New Guinea,Directed,6680,,0.34
Austria,Paraguay,Directed,6681,,0.23
Austria,Peru,Directed,6682,,1.82
Austria,Philippines,Directed,6683,,0.78
Austria,Rwanda,Directed,6684,,0.29
Austria,Saint Vincent and the Grenadines,Directed,6685,,0.06
Austria,Senegal,Directed,6686,,0.99
Austria,Serbia,Directed,6687,,12.85
Austria,Sierra Leone,Directed,6688,,0.04
Austria,Somalia,Directed,6689,,0.13
Austria,South Africa,Directed,6690,,0.65
Austria,South Sudan,Directed,6691,,0.4
Austria,Sri Lanka,Directed,6692,,4.51
Austria,Sudan,Directed,6693,,0.22
Austria,Syrian Arab Republic,Directed,6694,,12.97
Austria,Tajikistan,Directed,6695,,0.11
Austria,Tanzania,Directed,6696,,1.43
Austria,Thailand,Directed,6697,,0.82
Austria,Togo,Directed,6698,,0.09
Austria,Türkiye,Directed,6699,,21.889999
Austria,Turkmenistan,Directed,6700,,0.16
Austria,Uganda,Directed,6701,,13.76
Austria,Ukraine,Directed,6702,,14.23
Austria,Uzbekistan,Directed,6703,,0.43
Austria,Venezuela,Directed,6704,,1.33
Austria,Viet Nam,Directed,6705,,4.26
Austria,West Bank and Gaza Strip,Directed,6706,,5.57
Austria,Yemen,Directed,6707,,2.37
Austria,Zambia,Directed,6708,,0.23
Austria,Zimbabwe,Directed,6709,,0.43
Belgium,Afghanistan,Directed,6710,,2.25
Belgium,Albania,Directed,6711,,0.03
Belgium,Algeria,Directed,6712,,8.57
Belgium,Armenia,Directed,6713,,0.17
Belgium,Bangladesh,Directed,6714,,1.03
Belgium,Belarus,Directed,6715,,0.01
Belgium,Benin,Directed,6716,,22.809999
Belgium,Bolivia,Directed,6717,,8.04
Belgium,Bosnia and Herzegovina,Directed,6718,,0.05
Belgium,Brazil,Directed,6719,,1.23
Belgium,Burkina Faso,Directed,6720,,18.139999
Belgium,Burundi,Directed,6721,,28.51
Belgium,Cabo Verde,Directed,6722,,5.47
Belgium,Cambodia,Directed,6723,,4.06
Belgium,Cameroon,Directed,6724,,2.8
Belgium,Central African Republic,Directed,6725,,5.93
Belgium,Chad,Directed,6726,,4.03
Belgium,China (People's Republic of),Directed,6727,,0.66
Belgium,Colombia,Directed,6728,,1.56
Belgium,Congo,Directed,6729,,0.02
Belgium,Costa Rica,Directed,6730,,0.07
Belgium,Cote d'Ivoire,Directed,6731,,0.78
Belgium,Cuba,Directed,6732,,4.19
Belgium,Democratic Republic of the Congo,Directed,6733,,100.910004
Belgium,Dominican Republic,Directed,6734,,0.37
Belgium,Ecuador,Directed,6735,,8.58
Belgium,Egypt,Directed,6736,,0.24
Belgium,El Salvador,Directed,6737,,2.04
Belgium,Ethiopia,Directed,6738,,5.36
Belgium,Gambia,Directed,6739,,0.08
Belgium,Georgia,Directed,6740,,0.01
Belgium,Ghana,Directed,6741,,2.37
Belgium,Guatemala,Directed,6742,,2.78
Belgium,Guinea,Directed,6743,,9.24
Belgium,Haiti,Directed,6744,,7.02
Belgium,Honduras,Directed,6745,,1.21
Belgium,India,Directed,6746,,1.14
Belgium,Indonesia,Directed,6747,,2.83
Belgium,Iran,Directed,6748,,0.03
Belgium,Iraq,Directed,6749,,14.18
Belgium,Jordan,Directed,6750,,1.37
Belgium,Kazakhstan,Directed,6751,,0.01
Belgium,Kenya,Directed,6752,,13.13
Belgium,Lao People's Democratic Republic,Directed,6753,,0.04
Belgium,Lebanon,Directed,6754,,5.15
Belgium,Liberia,Directed,6755,,0.01
Belgium,Libya,Directed,6756,,1.49
Belgium,Madagascar,Directed,6757,,2.28
Belgium,Malawi,Directed,6758,,7.32
Belgium,Mali,Directed,6759,,17.4
Belgium,Mauritania,Directed,6760,,0.15
Belgium,Mexico,Directed,6761,,0.05
Belgium,Mongolia,Directed,6762,,1.9
Belgium,Montenegro,Directed,6763,,0.01
Belgium,Morocco,Directed,6764,,15.66
Belgium,Mozambique,Directed,6765,,10.31
Belgium,Myanmar,Directed,6766,,0.01
Belgium,Namibia,Directed,6767,,0.03
Belgium,Nepal,Directed,6768,,0.29
Belgium,Nicaragua,Directed,6769,,2.08
Belgium,Niger,Directed,6770,,19.860001
Belgium,Nigeria,Directed,6771,,5.91
Belgium,North Macedonia,Directed,6772,,0.01
Belgium,Panama,Directed,6773,,0.03
Belgium,Peru,Directed,6774,,8.23
Belgium,Philippines,Directed,6775,,4.59
Belgium,Rwanda,Directed,6776,,41.84
Belgium,Senegal,Directed,6777,,10.1
Belgium,Serbia,Directed,6778,,0.03
Belgium,Somalia,Directed,6779,,2.27
Belgium,South Africa,Directed,6780,,10.47
Belgium,South Sudan,Directed,6781,,4.32
Belgium,Sri Lanka,Directed,6782,,0.62
Belgium,Sudan,Directed,6783,,0.01
Belgium,Suriname,Directed,6784,,1.03
Belgium,Syrian Arab Republic,Directed,6785,,16.5
Belgium,Tanzania,Directed,6786,,12.06
Belgium,Thailand,Directed,6787,,0.05
Belgium,Togo,Directed,6788,,0.62
Belgium,Tunisia,Directed,6789,,1.08
Belgium,Türkiye,Directed,6790,,7.88
Belgium,Uganda,Directed,6791,,34.049999
Belgium,Ukraine,Directed,6792,,3.07
Belgium,Venezuela,Directed,6793,,0.01
Belgium,Viet Nam,Directed,6794,,15.64
Belgium,West Bank and Gaza Strip,Directed,6795,,22.34
Belgium,Yemen,Directed,6796,,8.93
Belgium,Zambia,Directed,6797,,1.21
Belgium,Zimbabwe,Directed,6798,,0.64
Canada,Afghanistan,Directed,6799,,117.07
Canada,Albania,Directed,6800,,0.08
Canada,Angola,Directed,6801,,0.02
Canada,Antigua and Barbuda,Directed,6802,,0.04
Canada,Argentina,Directed,6803,,0.96
Canada,Armenia,Directed,6804,,0.22
Canada,Azerbaijan,Directed,6805,,0.05
Canada,Bangladesh,Directed,6806,,81.529999
Canada,Belarus,Directed,6807,,0.09
Canada,Belize,Directed,6808,,0.72
Canada,Benin,Directed,6809,,16.99
Canada,Bolivia,Directed,6810,,12.55
Canada,Bosnia and Herzegovina,Directed,6811,,0.08
Canada,Botswana,Directed,6812,,0.23
Canada,Brazil,Directed,6813,,2.33
Canada,Burkina Faso,Directed,6814,,39.709999
Canada,Burundi,Directed,6815,,2.9
Canada,Cabo Verde,Directed,6816,,0.26
Canada,Cambodia,Directed,6817,,2.91
Canada,Cameroon,Directed,6818,,7.62
Canada,Central African Republic,Directed,6819,,9.74
Canada,Chad,Directed,6820,,10.86
Canada,Colombia,Directed,6821,,45.84
Canada,Comoros,Directed,6822,,0.27
Canada,Congo,Directed,6823,,0.31
Canada,Costa Rica,Directed,6824,,0.38
Canada,Cote d'Ivoire,Directed,6825,,9.95
Canada,Cuba,Directed,6826,,3.08
Canada,Democratic People's Republic of Korea,Directed,6827,,1.17
Canada,Democratic Republic of the Congo,Directed,6828,,56.150002
Canada,Djibouti,Directed,6829,,1.18
Canada,Dominica,Directed,6830,,1.18
Canada,Dominican Republic,Directed,6831,,0.28
Canada,Ecuador,Directed,6832,,2.11
Canada,Egypt,Directed,6833,,2.26
Canada,El Salvador,Directed,6834,,2.84
Canada,Equatorial Guinea,Directed,6835,,0.31
Canada,Eritrea,Directed,6836,,0.02
Canada,Eswatini,Directed,6837,,0.2
Canada,Ethiopia,Directed,6838,,79.459999
Canada,Fiji,Directed,6839,,0.37
Canada,Gabon,Directed,6840,,0.43
Canada,Gambia,Directed,6841,,0.24
Canada,Georgia,Directed,6842,,0.05
Canada,Ghana,Directed,6843,,43.369999
Canada,Grenada,Directed,6844,,0.34
Canada,Guatemala,Directed,6845,,9.64
Canada,Guinea,Directed,6846,,1.22
Canada,Guinea-Bissau,Directed,6847,,0.3
Canada,Guyana,Directed,6848,,1.56
Canada,Haiti,Directed,6849,,64.5
Canada,Honduras,Directed,6850,,16.84
Canada,India,Directed,6851,,8
Canada,Indonesia,Directed,6852,,12.31
Canada,Iran,Directed,6853,,0.3
Canada,Iraq,Directed,6854,,66.050003
Canada,Jamaica,Directed,6855,,2.62
Canada,Jordan,Directed,6856,,72.849998
Canada,Kazakhstan,Directed,6857,,0.06
Canada,Kenya,Directed,6858,,37.619999
Canada,Kiribati,Directed,6859,,0.09
Canada,Kosovo,Directed,6860,,0.08
Canada,Kyrgyzstan,Directed,6861,,0.19
Canada,Lao People's Democratic Republic,Directed,6862,,1.14
Canada,Lebanon,Directed,6863,,59.560001
Canada,Lesotho,Directed,6864,,0.3
Canada,Liberia,Directed,6865,,0.33
Canada,Libya,Directed,6866,,2.73
Canada,Madagascar,Directed,6867,,2.24
Canada,Malawi,Directed,6868,,9.4
Canada,Malaysia,Directed,6869,,0.31
Canada,Maldives,Directed,6870,,0.09
Canada,Mali,Directed,6871,,72.160004
Canada,Marshall Islands,Directed,6872,,0.07
Canada,Mauritania,Directed,6873,,0.87
Canada,Mauritius,Directed,6874,,0.41
Canada,Mexico,Directed,6875,,12.23
Canada,Micronesia,Directed,6876,,0.07
Canada,Moldova,Directed,6877,,0.12
Canada,Mongolia,Directed,6878,,5.67
Canada,Montenegro,Directed,6879,,0.05
Canada,Montserrat,Directed,6880,,0.02
Canada,Morocco,Directed,6881,,4.74
Canada,Mozambique,Directed,6882,,56.290001
Canada,Myanmar,Directed,6883,,38.299999
Canada,Namibia,Directed,6884,,0.26
Canada,Nauru,Directed,6885,,0.07
Canada,Nepal,Directed,6886,,6.82
Canada,Nicaragua,Directed,6887,,4.58
Canada,Niger,Directed,6888,,19.299999
Canada,Nigeria,Directed,6889,,41.950001
Canada,North Macedonia,Directed,6890,,0.05
Canada,Pakistan,Directed,6891,,12.25
Canada,Palau,Directed,6892,,0.07
Canada,Panama,Directed,6893,,0.42
Canada,Papua New Guinea,Directed,6894,,0.07
Canada,Paraguay,Directed,6895,,0.87
Canada,Peru,Directed,6896,,23.5
Canada,Philippines,Directed,6897,,8.98
Canada,Rwanda,Directed,6898,,10.77
Canada,Saint Lucia,Directed,6899,,0.65
Canada,Saint Vincent and the Grenadines,Directed,6900,,0.74
Canada,Samoa,Directed,6901,,0.09
Canada,Sao Tome and Principe,Directed,6902,,0.31
Canada,Senegal,Directed,6903,,29.4
Canada,Serbia,Directed,6904,,0.11
Canada,Sierra Leone,Directed,6905,,2.74
Canada,Solomon Islands,Directed,6906,,0.3
Canada,Somalia,Directed,6907,,18.1
Canada,South Africa,Directed,6908,,5.61
Canada,South Sudan,Directed,6909,,45.869999
Canada,Sri Lanka,Directed,6910,,1.4
Canada,Sudan,Directed,6911,,11.69
Canada,Suriname,Directed,6912,,0.67
Canada,Syrian Arab Republic,Directed,6913,,93.93
Canada,Tajikistan,Directed,6914,,0.3
Canada,Tanzania,Directed,6915,,79.739998
Canada,Thailand,Directed,6916,,0.37
Canada,Timor-Leste,Directed,6917,,0.13
Canada,Togo,Directed,6918,,2.91
Canada,Tonga,Directed,6919,,0.09
Canada,Tunisia,Directed,6920,,2.38
Canada,Turkmenistan,Directed,6921,,0.05
Canada,Tuvalu,Directed,6922,,0.09
Canada,Uganda,Directed,6923,,14.05
Canada,Uzbekistan,Directed,6924,,0.06
Canada,Vanuatu,Directed,6925,,0.59
Canada,Venezuela,Directed,6926,,2.4
Canada,Viet Nam,Directed,6927,,13.93
Canada,West Bank and Gaza Strip,Directed,6928,,30.129999
Canada,Yemen,Directed,6929,,34.830002
Canada,Zambia,Directed,6930,,3.98
Canada,Zimbabwe,Directed,6931,,3.74
Czech Republic,Afghanistan,Directed,6932,,1.52
Czech Republic,Albania,Directed,6933,,0.15
Czech Republic,Algeria,Directed,6934,,0.01
Czech Republic,Angola,Directed,6935,,0.02
Czech Republic,Argentina,Directed,6936,,0.02
Czech Republic,Armenia,Directed,6937,,0.63
Czech Republic,Azerbaijan,Directed,6938,,0.08
Czech Republic,Bangladesh,Directed,6939,,0.02
Czech Republic,Belarus,Directed,6940,,0.66
Czech Republic,Belize,Directed,6941,,0.02
Czech Republic,Bolivia,Directed,6942,,0.02
Czech Republic,Bosnia and Herzegovina,Directed,6943,,4.45
Czech Republic,Botswana,Directed,6944,,0.01
Czech Republic,Brazil,Directed,6945,,0.05
Czech Republic,Burkina Faso,Directed,6946,,0.24
Czech Republic,Cabo Verde,Directed,6947,,0.09
Czech Republic,Cambodia,Directed,6948,,1.92
Czech Republic,Cameroon,Directed,6949,,0.13
Czech Republic,Central African Republic,Directed,6950,,0.02
Czech Republic,China (People's Republic of),Directed,6951,,0.04
Czech Republic,Colombia,Directed,6952,,0.52
Czech Republic,Cuba,Directed,6953,,0.28
Czech Republic,Ecuador,Directed,6954,,0.04
Czech Republic,Egypt,Directed,6955,,0.03
Czech Republic,El Salvador,Directed,6956,,0.05
Czech Republic,Ethiopia,Directed,6957,,5.31
Czech Republic,Gabon,Directed,6958,,0.01
Czech Republic,Gambia,Directed,6959,,0.02
Czech Republic,Georgia,Directed,6960,,3.65
Czech Republic,Ghana,Directed,6961,,0.18
Czech Republic,Guatemala,Directed,6962,,0.01
Czech Republic,Guinea,Directed,6963,,0.01
Czech Republic,Honduras,Directed,6964,,0.03
Czech Republic,India,Directed,6965,,0.12
Czech Republic,Indonesia,Directed,6966,,0.22
Czech Republic,Iran,Directed,6967,,0.07
Czech Republic,Iraq,Directed,6968,,2.47
Czech Republic,Jordan,Directed,6969,,2.99
Czech Republic,Kazakhstan,Directed,6970,,0.02
Czech Republic,Kenya,Directed,6971,,0.04
Czech Republic,Kosovo,Directed,6972,,0.41
Czech Republic,Kyrgyzstan,Directed,6973,,0.16
Czech Republic,Lao People's Democratic Republic,Directed,6974,,0.04
Czech Republic,Lebanon,Directed,6975,,0.85
Czech Republic,Libya,Directed,6976,,1.09
Czech Republic,Malaysia,Directed,6977,,0.03
Czech Republic,Mali,Directed,6978,,1.56
Czech Republic,Mauritania,Directed,6979,,0.22
Czech Republic,Mexico,Directed,6980,,0.05
Czech Republic,Moldova,Directed,6981,,4.53
Czech Republic,Mongolia,Directed,6982,,0.44
Czech Republic,Montenegro,Directed,6983,,1.58
Czech Republic,Morocco,Directed,6984,,0.02
Czech Republic,Mozambique,Directed,6985,,0.23
Czech Republic,Myanmar,Directed,6986,,1.35
Czech Republic,Namibia,Directed,6987,,0.14
Czech Republic,Nepal,Directed,6988,,0.03
Czech Republic,Nicaragua,Directed,6989,,0.04
Czech Republic,Niger,Directed,6990,,1.52
Czech Republic,Nigeria,Directed,6991,,0.12
Czech Republic,North Macedonia,Directed,6992,,1.45
Czech Republic,Pakistan,Directed,6993,,0.03
Czech Republic,Panama,Directed,6994,,0.04
Czech Republic,Peru,Directed,6995,,0.46
Czech Republic,Philippines,Directed,6996,,0.29
Czech Republic,Senegal,Directed,6997,,0.29
Czech Republic,Serbia,Directed,6998,,23.68
Czech Republic,Somalia,Directed,6999,,0.02
Czech Republic,South Africa,Directed,7000,,0.01
Czech Republic,South Sudan,Directed,7001,,0.24
Czech Republic,Sri Lanka,Directed,7002,,0.1
Czech Republic,Sudan,Directed,7003,,0.01
Czech Republic,Syrian Arab Republic,Directed,7004,,2.14
Czech Republic,Tajikistan,Directed,7005,,0.05
Czech Republic,Tanzania,Directed,7006,,0.14
Czech Republic,Thailand,Directed,7007,,0.01
Czech Republic,Tunisia,Directed,7008,,0.02
Czech Republic,Türkiye,Directed,7009,,3.89
Czech Republic,Uganda,Directed,7010,,0.06
Czech Republic,Ukraine,Directed,7011,,3.2
Czech Republic,Uzbekistan,Directed,7012,,0.09
Czech Republic,Venezuela,Directed,7013,,0.02
Czech Republic,Viet Nam,Directed,7014,,0.06
Czech Republic,West Bank and Gaza Strip,Directed,7015,,0.51
Czech Republic,Yemen,Directed,7016,,0.86
Czech Republic,Zambia,Directed,7017,,2.51
Czech Republic,Zimbabwe,Directed,7018,,0.09
Denmark,Afghanistan,Directed,7019,,73.32
Denmark,Albania,Directed,7020,,0.75
Denmark,Argentina,Directed,7021,,0.1
Denmark,Bangladesh,Directed,7022,,27.799999
Denmark,Bosnia and Herzegovina,Directed,7023,,0.03
Denmark,Brazil,Directed,7024,,0.83
Denmark,Burkina Faso,Directed,7025,,29.58
Denmark,Central African Republic,Directed,7026,,3
Denmark,China (People's Republic of),Directed,7027,,0.69
Denmark,Colombia,Directed,7028,,0.25
Denmark,Congo,Directed,7029,,2.25
Denmark,Cuba,Directed,7030,,3.43
Denmark,Democratic Republic of the Congo,Directed,7031,,2.25
Denmark,Ethiopia,Directed,7032,,97.459999
Denmark,Georgia,Directed,7033,,3.88
Denmark,Ghana,Directed,7034,,7.18
Denmark,India,Directed,7035,,1.76
Denmark,Indonesia,Directed,7036,,3.8
Denmark,Iran,Directed,7037,,0.45
Denmark,Iraq,Directed,7038,,20.9
Denmark,Jordan,Directed,7039,,4.18
Denmark,Kenya,Directed,7040,,41.880001
Denmark,Lebanon,Directed,7041,,10.56
Denmark,Libya,Directed,7042,,4.24
Denmark,Mali,Directed,7043,,41.57
Denmark,Mexico,Directed,7044,,0.14
Denmark,Morocco,Directed,7045,,1.96
Denmark,Mozambique,Directed,7046,,16.540001
Denmark,Myanmar,Directed,7047,,29.309999
Denmark,Niger,Directed,7048,,12.96
Denmark,Nigeria,Directed,7049,,1.96
Denmark,Pakistan,Directed,7050,,0.3
Denmark,Philippines,Directed,7051,,0.58
Denmark,Serbia,Directed,7052,,0.02
Denmark,Somalia,Directed,7053,,60.02
Denmark,South Africa,Directed,7054,,0.37
Denmark,South Sudan,Directed,7055,,12.71
Denmark,Sudan,Directed,7056,,1.05
Denmark,Syrian Arab Republic,Directed,7057,,81.940002
Denmark,Tanzania,Directed,7058,,44.610001
Denmark,Türkiye,Directed,7059,,0.76
Denmark,Uganda,Directed,7060,,29.129999
Denmark,Ukraine,Directed,7061,,24.9
Denmark,West Bank and Gaza Strip,Directed,7062,,11.3
Denmark,Yemen,Directed,7063,,40.939999
Denmark,Zambia,Directed,7064,,0.08
Finland,Afghanistan,Directed,7065,,26.040001
Finland,Albania,Directed,7066,,0.08
Finland,Algeria,Directed,7067,,0.15
Finland,Argentina,Directed,7068,,0.08
Finland,Armenia,Directed,7069,,0.05
Finland,Azerbaijan,Directed,7070,,0.09
Finland,Bangladesh,Directed,7071,,0.98
Finland,Belarus,Directed,7072,,0.15
Finland,Benin,Directed,7073,,0.03
Finland,Bhutan,Directed,7074,,0.19
Finland,Bolivia,Directed,7075,,0.37
Finland,Bosnia and Herzegovina,Directed,7076,,2.09
Finland,Botswana,Directed,7077,,0.11
Finland,Brazil,Directed,7078,,0.35
Finland,Burkina Faso,Directed,7079,,0.46
Finland,Burundi,Directed,7080,,0.81
Finland,Cambodia,Directed,7081,,1.44
Finland,Cameroon,Directed,7082,,0.1
Finland,Central African Republic,Directed,7083,,2.04
Finland,Colombia,Directed,7084,,0.77
Finland,Cote d'Ivoire,Directed,7085,,0.1
Finland,Democratic People's Republic of Korea,Directed,7086,,0.37
Finland,Democratic Republic of the Congo,Directed,7087,,2.94
Finland,Djibouti,Directed,7088,,0.01
Finland,Dominican Republic,Directed,7089,,0.1
Finland,Egypt,Directed,7090,,0.33
